Count,Secondary Distribution Line ID,From Bus ID,To  Bus ID,Phasing,Installation Type,Length         (meters),Conductor Type,Conductor Size,Unit (C) 
1516,UBA1502,S130-53-24-0004,S130-53-24-0003,CN,1,63,ACSR,2,AWG
1517,OSA1503,S130-53-24-0005,S130-53-24-005a,CN,2,60,ACSR,2,AWG
1518,UBA1504,S130-53-24-0005,S130-53-24-0006,CN,1,76,ACSR,2,AWG
1519,UBA1505,S130-53-24-0006,S130-53-24-0007,CN,1,78,ACSR,2,AWG
1520,OSA1506,S130-53-24-0007,S130-53-24-007a,CN,2,64,ACSR,2,AWG
1521,UBA1507,S130-53-24-0007,S130-53-24-0008,CN,1,61,ACSR,2,AWG
1522,UBA1508,S130-53-24-0008,S130-53-24-0009,CN,1,63,ACSR,2,AWG
1523,OSA1509,S130-53-24-005a,S130-53-24-005b,CN,2,89,ACSR,2,AWG
1524,OSA1510,S130-53-24-007a,S130-53-24-007b,CN,2,90,ACSR,2,AWG
1525,UBA1511,S130-53-24-007b,S130-53-24-07b1,CN,1,90,ACSR,2,AWG
1526,OSA1512,S130-53-24-007b,S130-53-24-007c,CN,2,60,ACSR,2,AWG
1527,OSA1513,S130-53-24-007c,S130-53-24-007d,CN,2,89,ACSR,2,AWG
1528,UBA1514,S130-53-38-0002,S130-53-38-0001,CN,1,60,ACSR,2,AWG
1529,UBA1515,S130-53-38-0003,S130-53-38-0002,CN,1,50,ACSR,2,AWG
1530,UBA1516,S130-53-38-0004,S130-53-38-0003,CN,1,43,ACSR,2,AWG
1531,UBA1517,S130-53-38-0005,S130-53-38-0004,CN,1,65,ACSR,2,AWG
1532,UBA1518,S130-53-38-0006,S130-53-38-0005,CN,1,71,ACSR,2,AWG
1533,UBA1519,S130-53-38-0007,S130-53-38-0006,CN,1,68,ACSR,2,AWG
1534,UBA1520,S130-53-38-0008,S130-53-38-0007,CN,1,67,ACSR,2,AWG
1535,UBA1521,S130-53-38-0009,S130-53-38-0010,CN,1,71,ACSR,2,AWG
1536,UBA1522,S130-53-38-0009,S130-53-38-0008,CN,1,62,ACSR,2,AWG
1537,UBA1523,S130-53-38-0010,S130-53-38-0011,CN,1,79,ACSR,2,AWG
1538,UBA1524,S130-53-38-0011,S130-53-38-0012,CN,1,61,ACSR,2,AWG
1539,UBA1525,S130-53-38-0012,S130-53-38-0013,CN,1,86,ACSR,2,AWG
1540,UBA1526,S130-53-38-0013,S130-53-38-0014,CN,1,81,ACSR,2,AWG
1541,UBA1527,S130-53-38-0014,S130-53-38-0015,CN,1,58,ACSR,2,AWG
1542,UBA1528,S130-53-38-0015,S130-53-38-0016,CN,1,64,ACSR,2,AWG
1543,UBA1529,S130-53-38-0016,S130-53-38-0017,CN,1,60,ACSR,2,AWG
1544,UBA1530,S130-53-38-0017,S130-53-38-0018,CN,1,77,ACSR,2,AWG
1545,UBA1531,S130-53-38-0018,S130-53-38-0019,CN,1,81,ACSR,2,AWG
1546,UBA1532,S130-53-38-0019,S130-53-38-0020,CN,1,59,ACSR,2,AWG
1547,UBA1533,S130-53-38-0020,S130-53-38-0021,CN,1,77,ACSR,2,AWG
1548,UBA1534,S130-53-38-0021,S130-53-38-0022,CN,1,64,ACSR,2,AWG
1549,UBA1535,S130-53-44-0001,S130-53-44-0002,CN,1,77,ACSR,2,AWG
1550,UBA1536,S130-53-44-0002,S130-53-44-0003,CN,1,63,ACSR,2,AWG
1551,UBA1537,S130-53-44-0003,S130-53-44-0004,CN,1,73,ACSR,2,AWG
1552,UBA1538,S130-53-44-0004,S130-53-44-0005,CN,1,62,ACSR,2,AWG
1553,UBA1539,S130-53-44-0005,S130-53-44-0006,CN,1,65,ACSR,2,AWG
1554,UBA1540,S130-53-44-0006,S130-53-44-0007,CN,1,75,ACSR,2,AWG
1555,UBA1541,S130-53-44-0007,S130-53-44-0008,CN,1,85,ACSR,2,AWG
1556,OSA1542,S130-53-44-0008,S130-53-44-008a,CN,2,64,ACSR,2,AWG
1557,UBA1543,S130-53-44-0008,S130-53-44-0009,CN,1,65,ACSR,2,AWG
1558,UBA1544,S130-53-44-0009,S130-53-44-0010,CN,1,69,ACSR,2,AWG
1559,UBA1545,S130-53-44-0010,S130-53-44-0011,CN,1,64,ACSR,2,AWG
1560,UBA1546,S130-53-44-0011,S130-53-44-0012,CN,1,96,ACSR,2,AWG
1561,OSA1547,S130-53-44-008a,S130-53-44-008b,CN,2,64,ACSR,2,AWG
1562,UBA1548,S130-56-04-0002,S130-56-04-0001,BN,1,77,ACSR,2,AWG
1563,UBA1549,S130-56-04-0003,S130-56-04-0004,BN,1,63,ACSR,2,AWG
1564,UBA1550,S130-56-04-0003,S130-56-04-0002,BN,1,73,ACSR,2,AWG
1565,OSA1551,S130-56-04-0004,S130-56-04-004a,BN,2,62,ACSR,2,AWG
1566,UBA1552,S130-56-04-0004,S130-56-04-0005,BN,1,65,ACSR,2,AWG
1567,UBA1553,S130-56-04-0005,S130-56-04-0006,BN,1,75,ACSR,2,AWG
1568,UBA1554,S130-56-04-0006,S130-56-04-0007,BN,1,85,ACSR,2,AWG
1569,UBA1555,S130-56-12-0002,S130-56-12-0001,BN,1,69,ACSR,2,AWG
1570,UBA1556,S130-56-12-0003,S130-56-12-0002,BN,1,66,ACSR,2,AWG
1571,UBA1557,S130-56-12-0004,S130-56-12-0003,BN,1,79,ACSR,2,AWG
1572,UBA1558,S130-56-12-0005,S130-56-12-0004,BN,1,66,ACSR,2,AWG
1573,UBA1559,S130-56-12-0006,S130-56-12-0005,BN,1,66,ACSR,2,AWG
1574,UBA1560,S130-56-12-0007,S130-56-12-0008,BN,1,76,ACSR,2,AWG
1575,UBA1561,S130-56-12-0007,S130-56-12-0006,BN,1,68,ACSR,2,AWG
1576,UBA1562,S130-56-12-0008,S130-56-12-0009,BN,1,71,ACSR,2,AWG
1577,UBA1563,S130-56-12-0009,S130-56-12-0010,BN,1,92,ACSR,2,AWG
1578,UBA1564,S130-88-18-0002,S130-88-18-0001,BN,1,76,ACSR,2,AWG
1579,UBA1565,S130-88-18-0003,S130-88-18-0002,BN,1,78,ACSR,2,AWG
1580,UBA1566,S130-88-18-0004,S130-88-18-0003,BN,1,54,ACSR,2,AWG
1581,OSA1567,S130-88-18-0005,S130-88-18-005a,BN,2,48,ACSR,2,AWG
1582,UBA1568,S130-88-18-0005,S130-88-18-0004,BN,1,62,ACSR,2,AWG
1583,UBA1569,S130-88-18-0006,S130-88-18-0005,BN,1,88,ACSR,2,AWG
1584,UBA1570,S130-88-18-0007,S130-88-18-0006,BN,1,84,ACSR,2,AWG
1585,UBA1571,S130-88-18-0008,S130-88-18-0007,BN,1,69,ACSR,2,AWG
1586,UBA1572,S130-88-18-0009,S130-88-18-0008,BN,1,48,ACSR,2,AWG
1587,UBA1573,S130-88-18-0010,S130-88-18-0009,BN,1,77,ACSR,2,AWG
1588,UBA1574,S130-88-18-0011,S130-88-18-0010,BN,1,72,ACSR,2,AWG
1589,UBA1575,S130-88-18-0012,S130-88-18-0011,BN,1,71,ACSR,2,AWG
1590,UBA1576,S130-88-18-0013,S130-88-18-0012,BN,1,70,ACSR,2,AWG
1591,UBA1577,S130-88-18-0014,S130-88-18-0015,BN,1,89,ACSR,2,AWG
1592,UBA1578,S130-88-18-0014,S130-88-18-0013,BN,1,73,ACSR,2,AWG
1593,UBA1579,S130-88-18-0015,S130-88-18-0016,BN,1,69,ACSR,2,AWG
1594,OSA1580,S130-88-18-0016,S130-88-18-016a,BN,2,62,ACSR,2,AWG
1595,UBA1581,S130-88-18-0016,S130-88-18-0017,BN,1,87,ACSR,2,AWG
1596,UBA1582,S130-88-18-0017,S130-88-18-0018,BN,1,57,ACSR,2,AWG
1597,UBA1583,S130-88-18-0018,S130-88-18-0019,BN,1,69,ACSR,2,AWG
1598,UBA1584,S130-88-18-0019,S130-88-18-0020,BN,1,62,ACSR,2,AWG
1599,UBA1585,S130-88-18-0020,S130-88-18-0021,BN,1,56,ACSR,2,AWG
1600,UBA1586,S130-88-18-0021,S130-88-18-0022,BN,1,52,ACSR,2,AWG
1601,UBA1587,S130-88-18-0022,S130-88-18-0023,BN,1,35,ACSR,2,AWG
1602,OSA1588,S130-88-18-005a,S130-88-18-005b,BN,2,51,ACSR,2,AWG
1603,OSA1589,S130-88-18-016a,S130-88-18-016b,BN,2,50,ACSR,2,AWG
1604,UBA1590,DT0000000132-3B,S0132-003B-0003,CN,1,1,ACSR,2,AWG
1605,UBA1591,DT0000000132-3D,S0132-003D-0001,CN,1,1,ACSR,2,AWG
1606,UBA1592,DT0000000132-3D1,S0132-03D1-0001,CN,1,1,ACSR,2,AWG
1607,UBA1593,DT0000000132-3E,S0132-003E-0001,CN,1,1,ACSR,2,AWG
1608,UBA1594,DT0000000132-3G,S0132-003G-0001,CN,1,1,ACSR,2,AWG
1609,UBA1595,DT0000000132-3H,S0132-003H-0001,CN,1,1,ACSR,2,AWG
1610,UBA1596,DT0000000132-3H1,S0132-03H1-0001,CN,1,1,ACSR,2,AWG
1611,UBA1597,DT0000000132-3I,S0132-003I-0001,CN,1,1,ACSR,2,AWG
1612,UBA1598,DT0000000132-5,S0132-0005-0004,CN,1,1,ACSR,2,AWG
1613,UBA1599,DT0000000132-9,S0132-0009-0004,CN,1,1,ACSR,2,AWG
1614,UBA1600,DT0000000132-14,S0132-0014-0003,CN,1,1,ACSR,2,AWG
1615,UBA1601,S0132-0005-0002,S0132-0005-0001,CN,1,68,ACSR,2,AWG
1616,UBA1602,S0132-0005-0003,S0132-0005-0002,CN,1,71,ACSR,2,AWG
1617,OSA1603,S0132-0005-0004,S0132-0005-004a,CN,2,92,ACSR,2,AWG
1618,OSA1604,S0132-0005-0004,S0132-0005-004A,CN,2,76,ACSR,2,AWG
1619,UBA1605,S0132-0005-0004,S0132-0005-0005,CN,1,78,ACSR,2,AWG
1620,UBA1606,S0132-0005-0004,S0132-0005-0003,CN,1,54,ACSR,2,AWG
1621,UBA1607,S0132-0005-0005,S0132-0005-0006,CN,1,48,ACSR,2,AWG
1622,OSA1608,S0132-0005-004a,S0132-0005-004b,CN,2,62,ACSR,2,AWG
1623,OSA1609,S0132-0005-004A,S0132-0005-004B,CN,2,88,ACSR,2,AWG
1624,OSA1610,S0132-0005-004b,S0132-0005-004c,CN,2,84,ACSR,2,AWG
1625,OSA1611,S0132-0005-004c,S0132-0005-004d,CN,2,69,ACSR,2,AWG
1626,OSA1612,S0132-0005-004B,S0132-0005-004C,CN,2,48,ACSR,2,AWG
1627,OSA1613,S0132-0005-004C,S0132-0005-004D,CN,2,77,ACSR,2,AWG
1628,OSA1614,S0132-0005-004D,S0132-0005-004E,CN,2,72,ACSR,2,AWG
1629,UBA1615,S0132-0009-0002,S0132-0009-0001,CN,1,84,ACSR,2,AWG
1630,UBA1616,S0132-0009-0003,S0132-0009-0002,CN,1,43,ACSR,2,AWG
1631,OSA1617,S0132-0009-0004,S0132-0009-004A,CN,2,10,ACSR,2,AWG
1632,UBA1618,S0132-0009-0004,S0132-0009-0005,CN,1,45,ACSR,2,AWG
1633,UBA1619,S0132-0009-0004,S0132-0009-0003,CN,1,46,ACSR,2,AWG
1634,UBA1620,S0132-0009-0005,S0132-0009-0006,CN,1,44,ACSR,2,AWG
1635,UBA1621,S0132-0009-0006,S0132-0009-0007,CN,1,40,ACSR,2,AWG
1636,OSA1622,S0132-0009-0007,S0132-0009-007a,CN,2,9,ACSR,2,AWG
1637,OSA1623,S0132-0014-0002,S0132-0014-002a,CN,2,8,ACSR,2,AWG
1638,UBA1624,S0132-0014-0002,S0132-0014-0001,CN,1,55,ACSR,2,AWG
1639,UBA1625,S0132-0014-0003,S0132-0014-0004,CN,1,58,ACSR,2,AWG
1640,UBA1626,S0132-0014-0003,S0132-0014-0002,CN,1,63,ACSR,2,AWG
1641,UBA1627,S0132-0014-0004,S0132-0014-0005,CN,1,59,ACSR,2,AWG
1642,UBA1628,S0132-0014-0005,S0132-0014-0006,CN,1,33,ACSR,2,AWG
1643,UBA1629,S0132-0014-0006,S0132-0014-0007,CN,1,52,ACSR,2,AWG
1644,OSA1630,S0132-0014-0007,S0132-0014-007a,CN,2,52,ACSR,2,AWG
1645,UBA1631,S0132-0014-0007,S0132-0014-0008,CN,1,42,ACSR,2,AWG
1646,UBA1632,S0132-0014-0008,S0132-0014-0009,CN,1,20,ACSR,2,AWG
1647,UBA1633,S0132-0014-0009,S0132-0014-0010,CN,1,19,ACSR,2,AWG
1648,UBA1634,DT0000000137,S000137-0000001,AN,1,1,ACSR,2,AWG
1649,UBA2597,DT000000091A,S00091A-0000001,AN,1,6,ACSR,2,AWG
1650,UBA2598,DT000000111A,S00111A-0000001,CN,1,6,ACSR,2,AWG
1651,UBA2600,DT000000115A,S00115A-0000001,CN,1,6,ACSR,2,AWG
1652,UBA2601,DT000000115B,S00115B-0000001,AN,1,6,ACSR,2,AWG
1653,UBA2602,DT000000115C,S00115C-0000001,BN,1,6,ACSR,2,AWG
1654,UBA2603,DT000000117B,S00117B-0000002,BN,1,6,ACSR,2,AWG
1655,UBA2604,DT000000121A,S00121A-0000001,AN,1,6,ACSR,2,AWG
1656,UBA2605,DT000000125A,S00125A-0000001,CN,1,6,ACSR,2,AWG
1657,UBA2615,DT000000094A,S00094A-0000001,CN,1,6,ACSR,2,AWG
1658,UBA2616,DT000000100A,S00100A-0000001,BN,1,6,ACSR,2,AWG
1659,UBA2617,DT0000000049,S000049-0000001,AN,1,6,ACSR,2,AWG
1660,UBA2618,DT0000000092-5,S0092-0005-0001,BN,1,6,ACSR,2,AWG
1661,UBA2619,DT0000000100-6A,S0100-006A-0001,CN,1,6,ACSR,2,AWG
1662,UBA2620,DT0000000108-7A,S0108-007A-0001,CN,1,6,ACSR,2,AWG
1663,UBA2621,DT0000000112,S000112-0000001,BN,1,6,ACSR,2,AWG
1664,UBA2622,DT0000000126-8b,S0126-008b-0001,AN,1,6,ACSR,2,AWG
1665,UBA2626,DT0000000108-24-1,S108-24-01-0001,BN,1,6,ACSR,2,AWG
1666,UBA2628,DT000000115-4,S0115-0004-0005,AN,1,45,ACSR,2,AWG
1667,OSA2600,S0115-0004-0005,S0115-0004-005A,AN,1,48,ACSR,2,AWG
1668,UBA2635,S0115-0004-0005,S0115-0004-0006,AN,1,39,ACSR,2,AWG
1669,UBA2636,S0115-0004-0005,S0115-0004-0004,AN,1,50,ACSR,2,AWG
1670,UBA2637,S0115-0004-0004,S0115-0004-0003,AN,1,55,ACSR,2,AWG
1671,UBA2638,S0115-0004-0003,S0115-0004-0002,AN,1,47,ACSR,2,AWG
1672,UBA2639,S0115-0004-0002,S0115-0004-0001,AN,1,45,ACSR,2,AWG
1673,UBA2640,DT000000116,S000116-0000001,AN,1,45,ACSR,2,AWG
1674,UBA2641,S000116-0000001,S000116-0000002,AN,1,45,ACSR,2,AWG
1675,OSA2601,S0132-003B-0003,S0132-003B-003a,CN,1,47,ACSR,2,AWG
1676,OSA2602,S0132-003B-003a,S0132-003B-003b,CN,1,47,ACSR,2,AWG
1677,OSA2603,S0132-003B-0003,S0132-003B-003A,CN,1,47,ACSR,2,AWG
1678,UBA2642,S0132-003B-0003,S0132-003B-0004,CN,1,47,ACSR,2,AWG
1679,UBA2643,S0132-003B-0004,S0132-003B-0005,CN,1,47,ACSR,2,AWG
1680,OSA2604,S0132-003B-0004,S0132-003B-004A,CN,1,47,ACSR,2,AWG
1681,OSA2605,S0132-003B-004A,S0132-003B-004B,CN,1,47,ACSR,2,AWG
1682,OSA2606,S0132-003B-004B,S0132-003B-04B1,CN,1,47,ACSR,2,AWG
1683,OSA2607,S0132-003B-004B,S0132-003B-004C,CN,1,47,ACSR,2,AWG
1684,UBA2644,S0132-003B-0003,S0132-003B-0002,CN,1,47,ACSR,2,AWG
1685,UBA2645,S0132-003B-0002,S0132-003B-0001,CN,1,47,ACSR,2,AWG
1686,UBA2646,DT0000000134-2,S0134-0002-0005,AN,1,47,ACSR,2,AWG
1687,OSA2608,S0134-0002-0005,S0134-0002-005A,AN,1,47,ACSR,2,AWG
1688,OSA2609,S0134-0002-005A,S0134-0002-005B,AN,1,47,ACSR,2,AWG
1689,OSA2610,S0134-0002-005B,S0134-0002-005C,AN,1,47,ACSR,2,AWG
1690,OSA2611,S0134-0002-0005,S0134-0002-005a,AN,1,47,ACSR,2,AWG
1691,OSA2612,S0134-0002-005a,S0134-0002-05aa,AN,1,47,ACSR,2,AWG
1692,OSA2613,S0134-0002-05aa,S0134-0002-05ab,AN,1,47,ACSR,2,AWG
1693,OSA2614,S0134-0002-005a,S0134-0002-05aA,AN,1,47,ACSR,2,AWG
1694,UBA2647,S0134-0002-0005,S0134-0002-0006,AN,1,47,ACSR,2,AWG
1695,UBA2648,S0134-0002-0006,S0134-0002-0007,AN,1,47,ACSR,2,AWG
1696,UBA2649,S0134-0002-0007,S0134-0002-0008,AN,1,47,ACSR,2,AWG
1697,UBA2650,S0134-0002-0008,S0134-0002-0009,AN,1,47,ACSR,2,AWG
1698,UBA2651,S0134-0002-0009,S0134-0002-0010,AN,1,47,ACSR,2,AWG
1699,UBA2652,S0134-0002-0010,S0134-0002-0011,AN,1,47,ACSR,2,AWG
1700,UBA2653,S0134-0002-0005,S0134-0002-0004,AN,1,47,ACSR,2,AWG
1701,UBA2654,S0134-0002-0004,S0134-0002-0003,AN,1,47,ACSR,2,AWG
1702,UBA2655,S0134-0002-0003,S0134-0002-0002,AN,1,47,ACSR,2,AWG
1703,UBA2656,S0134-0002-0002,S0134-0002-0001,AN,1,47,ACSR,2,AWG
1704,OSA2615,S0134-0002-0003,S0134-0002-003A,AN,1,47,ACSR,2,AWG
1705,OSA2616,S0134-0002-003A,S0134-0002-003B,AN,1,47,ACSR,2,AWG
1706,OSA2617,S0134-0002-003B,S0134-0002-003C,AN,1,47,ACSR,2,AWG
1707,OSA2618,S0134-0002-003C,S0134-0002-003D,AN,1,47,ACSR,2,AWG
1708,OSA2619,S0134-0002-003D,S0134-0002-003E,AN,1,47,ACSR,2,AWG
1709,OSA2620,S0134-0002-0006,S0134-0002-006A,AN,1,47,ACSR,2,AWG
1710,UBA00928,S0108-0033-0002,S0108-0033-0001,CN,1,120,ACSR,2,AWG
1711,UBA00929,S0108-0033-0003,S0108-0033-0002,CN,1,97,ACSR,2,AWG
1712,UBA00930,S0108-0033-0004,S0108-0033-0003,CN,1,43,ACSR,2,AWG
1713,UBA00931,S0108-0033-0005,S0108-0033-0004,CN,1,84,ACSR,2,AWG
1714,UBA00932,S0108-0033-0006,S0108-0033-0005,CN,1,124,ACSR,2,AWG
1715,UBA00933,S0108-0033-0007,S0108-0033-0006,CN,1,103,ACSR,2,AWG
1716,UBA00934,S0108-0033-0008,S0108-0033-0007,CN,1,123,ACSR,2,AWG
1717,UBA00935,DT0000000108-33,S0108-0033-0008,CN,1,1,ACSR,2,AWG
1718,UBA00936,S0108-0033-0008,S0108-0033-0009,CN,1,90,ACSR,2,AWG
1719,UBA00937,S0108-0033-0009,S0108-0033-0010,CN,1,50,ACSR,2,AWG
1720,UBA00938,S0108-0033-0010,S0108-0033-0011,CN,1,104,ACSR,2,AWG
1721,USA00939,S0108-0033-0005,S0108-0033-005a,CN,2,46,ACSR,2,AWG
1722,USA00940,S0108-0033-0009,S0108-0033-009a,CN,2,39,ACSR,2,AWG
1723,USA00941,S0108-0033-009a,S0108-0033-009b,CN,2,42,ACSR,2,AWG
1724,USA00942,S0108-0033-009b,S0108-0033-009c,CN,2,47,ACSR,2,AWG
1725,USA00943,S0108-0033-009c,S0108-0033-009d,CN,2,39,ACSR,2,AWG
1726,USA00944,S0108-0033-009d,S0108-0033-009e,CN,2,47,ACSR,2,AWG
1727,UBA01229,S0108-045H-0002,S0108-045H-0001,CN,1,74,ACSR,2,AWG
1728,UBA01230,S0108-045H-0003,S0108-045H-0002,CN,1,95,ACSR,2,AWG
1729,UBA01231,DT0000000108-45H,S0108-045H-0003,CN,1,1,ACSR,2,AWG
1730,UBA01232,S0108-045H-0003,S0108-045H-0004,CN,1,70,ACSR,2,AWG
1731,UBA01233,S0108-045H-0004,S0108-045H-0005,CN,1,64,ACSR,2,AWG
1732,UBA01234,S0108-045H-0005,S0108-045H-0006,CN,1,72,ACSR,2,AWG
1733,UBA01235,S0108-045H-0006,S0108-045H-0007,CN,1,83,ACSR,2,AWG
1734,UBA01236,S0108-045H-0007,S0108-045H-0008,CN,1,71,ACSR,2,AWG
1735,UBA01237,S0108-045H-0008,S0108-045H-0009,CN,1,104,ACSR,2,AWG
1736,UBA01238,S0108-045H-0009,S0108-045H-0010,CN,1,79,ACSR,2,AWG
1737,USA01239,S0108-045H-0003,S0108-045H-003A,CN,2,70,ACSR,2,AWG
1738,USA01240,S0108-045H-003A,S0108-045H-003B,CN,2,68,ACSR,2,AWG
1739,USA01241,S0108-045H-003B,S0108-045H-003C,CN,2,66,ACSR,2,AWG
1740,USA01242,S0108-045H-003C,S0108-045H-003D,CN,2,73,ACSR,2,AWG
1741,USA01243,S0108-045H-003D,S0108-045H-003E,CN,2,72,ACSR,2,AWG
1742,USA01244,S0108-045H-003E,S0108-045H-003F,CN,2,71,ACSR,2,AWG
1743,UBA00909,S0108-0045-0002,S0108-0045-0001,CN,1,93,ACSR,2,AWG
1744,UBA00910,S0108-0045-0003,S0108-0045-0002,CN,1,96,ACSR,2,AWG
1745,UBA00911,S0108-0045-0004,S0108-0045-0003,CN,1,99,ACSR,2,AWG
1746,UBA00912,S0108-0045-0005,S0108-0045-0004,CN,1,106,ACSR,2,AWG
1747,UBA00913,S0108-0045-0006,S0108-0045-0005,CN,1,68,ACSR,2,AWG
1748,UBA00914,S0108-0045-0007,S0108-0045-0006,CN,1,102,ACSR,2,AWG
1749,UBA00915,DT0000000108-45,S0108-0045-0007,CN,1,1,ACSR,2,AWG
1750,USA00916,S0108-0045-0007,S0108-0045-007a,CN,2,95,ACSR,2,AWG
1751,USA00917,S0108-0045-007a,S0108-0045-007b,CN,2,83,ACSR,2,AWG
1752,USA00918,S0108-0045-007b,S0108-0045-007c,CN,2,61,ACSR,2,AWG
1753,USA00919,S0108-0045-007c,S0108-0045-007d,CN,2,67,ACSR,2,AWG
1754,USA00920,S0108-0045-007d,S0108-0045-007e,CN,2,102,ACSR,2,AWG
1755,USA00921,S0108-0045-007e,S0108-0045-007f,CN,2,93,ACSR,2,AWG
1756,UBA00922,S0108-0045-007f,S0108-0045-007g,CN,1,78,ACSR,2,AWG
1757,USA00923,S0108-0045-007g,S0108-0045-007h,CN,2,66,ACSR,2,AWG
1758,UBA00924,S0108-0045-0007,S0108-0045-0008,CN,1,78,ACSR,2,AWG
1759,UBA00925,S0108-0045-0008,S0108-0045-0009,CN,1,66,ACSR,2,AWG
1760,UBA00926,S0108-0045-0009,S0108-0045-0010,CN,1,74,ACSR,2,AWG
1761,UBA00927,S0108-0045-0010,S0108-0045-0011,CN,1,120,ACSR,2,AWG
1762,UBA01464,S0108-58AV-0002,S0108-58AV-0001,CN,1,83,ACSR,2,AWG
1763,UBA01465,S0108-58AV-0003,S0108-58AV-0002,CN,1,73,ACSR,2,AWG
1764,UBA01466,S0108-58AV-0004,S0108-58AV-0003,CN,1,94,ACSR,2,AWG
1765,UBA01467,S0108-58AV-0005,S0108-58AV-0004,CN,1,89,ACSR,2,AWG
1766,UBA01468,S0108-58AV-0006,S0108-58AV-0005,CN,1,88,ACSR,2,AWG
1767,UBA01469,S0108-58AV-0007,S0108-58AV-0006,CN,1,96,ACSR,2,AWG
1768,UBA01470,S0108-58AV-0008,S0108-58AV-0007,CN,1,94,ACSR,2,AWG
1769,UBA01471,S0108-58AV-0009,S0108-58AV-0008,CN,1,86,ACSR,2,AWG
1770,UBA01472,S0108-58AV-0010,S0108-58AV-0009,CN,1,84,ACSR,2,AWG
1771,UBA01473,S0108-58AV-0011,S0108-58AV-0010,CN,1,74,ACSR,2,AWG
1772,UBA01474,S0108-58AV-0012,S0108-58AV-0011,CN,1,97,ACSR,2,AWG
1773,UBA01475,S0108-58AV-0013,S0108-58AV-0012,CN,1,72,ACSR,2,AWG
1774,UBA01476,S0108-58AV-0014,S0108-58AV-0013,CN,1,50,ACSR,2,AWG
1775,UBA01477,S0108-58AV-0015,S0108-58AV-0014,CN,1,86,ACSR,2,AWG
1776,UBA01478,S0108-58AV-0016,S0108-58AV-0015,CN,1,81,ACSR,2,AWG
1777,UBA01479,DT0000000108-58AV,S0108-58AV-0016,CN,1,1,ACSR,2,AWG
1778,UBA01480,S0108-58AV-0016,S0108-58AV-0017,CN,1,81,ACSR,2,AWG
1779,UBA01481,S0108-58AV-0017,S0108-58AV-0018,CN,1,44,ACSR,2,AWG
1780,UBA01482,S0108-58AV-0018,S0108-58AV-0019,CN,1,52,ACSR,2,AWG
1781,UBA01483,S0108-58AV-0019,S0108-58AV-0020,CN,1,80,ACSR,2,AWG
1782,UBA01484,S0108-58AV-0020,S0108-58AV-0021,CN,1,56,ACSR,2,AWG
1783,UBA01485,S0108-58AV-0021,S0108-58AV-0022,CN,1,72,ACSR,2,AWG
1784,UBA01486,S0108-58AV-0022,S0108-58AV-0023,CN,1,63,ACSR,2,AWG
1785,UBA01487,S0108-58AV-0023,S0108-58AV-0024,CN,1,77,ACSR,2,AWG
1786,USA01488,S0108-58AV-0017,S0108-58AV-017A,CN,2,66,ACSR,2,AWG
1787,UBA01599,S108-58AO4-0002,S108-58AO4-0001,CN,1,57,ACSR,2,AWG
1788,UBA01600,S108-58AO4-0003,S108-58AO4-0002,CN,1,45,ACSR,2,AWG
1789,UBA01601,S108-58AO4-0004,S108-58AO4-0003,CN,1,79,ACSR,2,AWG
1790,UBA01602,DT0000000108-58AO4,S108-58AO4-0004,CN,1,1,ACSR,2,AWG
1791,UBA01603,S108-58AO4-0004,S108-58AO4-0005,CN,1,55,ACSR,2,AWG
1792,UBA01604,S108-58AO4-0005,S108-58AO4-0006,CN,1,62,ACSR,2,AWG
1793,UBA01605,S108-58AO4-0006,S108-58AO4-0007,CN,1,65,ACSR,2,AWG
1794,UBA01606,S108-58AO4-0007,S108-58AO4-0008,CN,1,71,ACSR,2,AWG
1795,UBA01607,S108-58AO4-0008,S108-58AO4-0009,CN,1,64,ACSR,2,AWG
1796,UBA01608,S108-58AO4-0009,S108-58AO4-0010,CN,1,76,ACSR,2,AWG
1797,UBA01609,S108-58AO4-0010,S108-58AO4-0011,CN,1,67,ACSR,2,AWG
1798,USA01610,S108-58AO4-0005,S108-58AO4-005A,CN,2,57,ACSR,2,AWG
1799,UBA01581,S108-58AN9-0002,S108-58AN9-0001,CN,1,85,ACSR,2,AWG
1800,UBA01582,S108-58AN9-0003,S108-58AN9-0002,CN,1,66,ACSR,2,AWG
1801,UBA01583,S108-58AN9-0004,S108-58AN9-0003,CN,1,32,ACSR,2,AWG
1802,UBA01584,S108-58AN9-0005,S108-58AN9-0004,CN,1,73,ACSR,2,AWG
1803,UBA01585,S108-58AN9-0006,S108-58AN9-0005,CN,1,77,ACSR,2,AWG
1804,UBA01586,S108-58AN9-0007,S108-58AN9-0006,CN,1,68,ACSR,2,AWG
1805,UBA01587,S108-58AN9-0008,S108-58AN9-0007,CN,1,62,ACSR,2,AWG
1806,UBA01588,S108-58AN9-0009,S108-58AN9-0008,CN,1,47,ACSR,2,AWG
1807,UBA01589,S108-58AN9-0010,S108-58AN9-0009,CN,1,140,ACSR,2,AWG
1808,UBA01590,DT0000000108-58AN9,S108-58AN9-0010,CN,1,1,ACSR,2,AWG
1809,UBA01591,S108-58AN9-0010,S108-58AN9-0011,CN,1,67,ACSR,2,AWG
1810,UBA01592,S108-58AN9-0011,S108-58AN9-0012,CN,1,67,ACSR,2,AWG
